code_name,bullet,attribute,part
クレーストライラック,おねがい2だん,つうじょう,アクセ
クレーストライラック,おねがい2だん,つうじょう,ワンピース
クレーストライラック,おねがい2だん,つうじょう,シューズ
そとばなしシンデレラホワイト,おねがい2だん,特殊,アクセ
そとばなしシンデレラホワイト,おねがい2だん,特殊,ワンピース
そとばなしシンデレラホワイト,おねがい2だん,特殊,シューズ
ふわふわキャットグリーン,おねがい2だん,特殊,アクセ
ふわふわキャットグリーン,おねがい2だん,特殊,ワンピース
ふわふわキャットグリーン,おねがい2だん,特殊,シューズ
キャンディポップビビッドイエロー,おねがい2だん,特殊,アクセ
キャンディポップビビッドイエロー,おねがい2だん,特殊,ワンピース
キャンディポップビビッドイエロー,おねがい2だん,特殊,シューズ
おねがいパティシエール ハローキティ,おねがい2だん,コラボ,アクセ
おねがいパティシエール ハローキティ,おねがい2だん,コラボ,ワンピース
おねがいパティシエール ハローキティ,おねがい2だん,コラボ,シューズ
おねがいパティシエール シナモロール,おねがい2だん,コラボ,アクセ
おねがいパティシエール シナモロール,おねがい2だん,コラボ,ワンピース
おねがいパティシエール シナモロール,おねがい2だん,コラボ,シューズ
おねがいパティシエール けろけろけろっぴ,おねがい2だん,コラボ,アクセ
おねがいパティシエール けろけろけろっぴ,おねがい2だん,コラボ,ワンピース
おねがいパティシエール けろけろけろっぴ,おねがい2だん,コラボ,シューズ
おねがいパティシエール ポムポムプリン,おねがい2だん,コラボ,アクセ
おねがいパティシエール ポムポムプリン,おねがい2だん,コラボ,ワンピース
おねがいパティシエール ポムポムプリン,おねがい2だん,コラボ,シューズ
おねがいパティシエール クロミ,おねがい2だん,コラボ,アクセ
おねがいパティシエール クロミ,おねがい2だん,コラボ,ワンピース
おねがいパティシエール クロミ,おねがい2だん,コラボ,シューズ
おねがいパティシエール マイメロディ,おねがい2だん,コラボ,アクセ
おねがいパティシエール マイメロディ,おねがい2だん,コラボ,ワンピース
おねがいパティシエール マイメロディ,おねがい2だん,コラボ,シューズ
センスコーデセクシー,おねがい2だん,プリティー,ワンピース
センスコーデセクシー,おねがい2だん,プリティー,シューズ
センスコーデフェミニン,おねがい2だん,プリティー,ワンピース
センスコーデフェミニン,おねがい2だん,プリティー,シューズ
センスコーデエスニック,おねがい2だん,プリティー,ワンピース
センスコーデエスニック,おねがい2だん,プリティー,シューズ
ファンタジータイムサイリウム,おねがい2だん,プリティー,アクセ
ファンタジータイムサイリウム,おねがい2だん,プリティー,ワンピース
ファンタジータイムサイリウム,おねがい2だん,プリティー,シューズ
ネオンドロップサイリウム,おねがい2だん,プリティー,アクセ
ネオンドロップサイリウム,おねがい2だん,プリティー,ワンピース
ネオンドロップサイリウム,おねがい2だん,プリティー,シューズ
メルティリリィサイリウム,おねがい2だん,プリティー,アクセ
メルティリリィサイリウム,おねがい2だん,プリティー,ワンピース
メルティリリィサイリウム,おねがい2だん,プリティー,シューズ
きんのゆうきのフラワーバズリウム,おねがい2だん,特殊,アクセ
きんのゆうきのフラワーバズリウム,おねがい2だん,特殊,ワンピース
きんのゆうきのフラワーバズリウム,おねがい2だん,特殊,シューズ
ロマンティックローズジューンブライド,おねがい2だん,特殊,アクセ
ロマンティックローズジューンブライド,おねがい2だん,特殊,ワンピース
ロマンティックローズジューンブライド,おねがい2だん,特殊,シューズ
ガーデンラビットブルー,おねがい2だん,特殊,アクセ
ガーデンラビットブルー,おねがい2だん,特殊,ワンピース
ガーデンラビットブルー,おねがい2だん,特殊,シューズ
ロックレザーオレンジ,おねがい2だん,特殊,アクセ
ロックレザーオレンジ,おねがい2だん,特殊,ワンピース
ロックレザーオレンジ,おねがい2だん,特殊,シューズ
メルヘンフェスイエロー,おねがい2だん,特殊,アクセ
メルヘンフェスイエロー,おねがい2だん,特殊,ワンピース
メルヘンフェスイエロー,おねがい2だん,特殊,シューズ
メルヘンフェスピンク,おねがい2だん,特殊,アクセ
メルヘンフェスピンク,おねがい2だん,特殊,ワンピース
メルヘンフェスピンク,おねがい2だん,特殊,シューズ
メルヘンフェスブルー,おねがい2だん,特殊,アクセ
メルヘンフェスブルー,おねがい2だん,特殊,ワンピース
メルヘンフェスブルー,おねがい2だん,特殊,シューズ
メルヘンフェスグリーン,おねがい2だん,特殊,アクセ
メルヘンフェスグリーン,おねがい2だん,特殊,ワンピース
メルヘンフェスグリーン,おねがい2だん,特殊,シューズ
ミスティーファントム,おねがい2だん,フルコーデ,フルコーデ
ビーリーマーチオレンジ,おねがい2だん,フルコーデ,フルコーデ
キャンディホップチェリーレッド,おねがい2だん,フルコーデ,フルコーデ
フラワーメモリーベールブルー,おねがい2だん,フルコーデ,フルコーデ
すずらんかれんクリーム,おねがい2だん,フルコーデ,フルコーデ
モリのフラワーショップピンク,おねがい2だん,フルコーデ,フルコーデ
ミスティーファントムレッド,おねがい2だん,フルコーデ,フルコーデ
シールぺったんチアピンク,おねがい2だん,フルコーデ,フルコーデ
ゆめかわレインボーミルキーオレンジ,おねがい2だん,フルコーデ,フルコーデ
ガーリーピアノブラック,おねがい2だん,フルコーデ,フルコーデ
スペーストラベラーグリーン,おねがい2だん,フルコーデ,フルコーデ
ホッピンスイムパープル,おねがい2だん,フルコーデ,フルコーデ
ゆうじょうスイーツバズリウムレイニーパープル,おねがい2だん,シークレット,フルコーデ
ハッピーバースデーピンク,おねがい2だん,特殊,アクセ
ハッピーバースデーピンク,おねがい2だん,特殊,ワンピース
ハッピーバースデーピンク,おねがい2だん,特殊,シューズ
ハッピーバースデーブルー,おねがい2だん,特殊,アクセ
ハッピーバースデーブルー,おねがい2だん,特殊,ワンピース
ハッピーバースデーブルー,おねがい2だん,特殊,シューズ
